uuid,name,name_plain,description,description_plain,item,owner,owner_plain,visits,votes,date_created,has_resource_pack,player_count,resource_pack_url,resource_pack_hash,saves_dat_files,saves_player_data,date_modified
"8f4a678e-8cef-48d0-abeb-5e6b27a04ff7","{""italic"":false,""text"":""Space Shooter""}","Space Shooter","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","structure_void","{""italic"":false,""color"":""gray"",""text"":""Bansed""}","Bansed",80,3,1703266860,false,-1,,,,,
"c0416453-9822-49e9-af40-dbce041c88ad","{""italic"":false,""text"":""Minigames (Musical Chairs)""}","Minigames (Musical Chairs)","{""italic"":false,""color"":""gray"",""text"":""v0.3 - Spectate & Lobby""}","v0.3 - Spectate & Lobby","jukebox","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""L""},{""color"":""#7481FF"",""text"":""e""},{""color"":""#728CFF"",""text"":""g""},{""color"":""#6F96FF"",""text"":""o""},{""color"":""#6DA1FF"",""text"":""M""},{""color"":""#6AABFF"",""text"":""a""},{""color"":""#67B6FF"",""text"":""s""},{""color"":""#65C0FF"",""text"":""t""},{""color"":""#62CBFF"",""text"":""e""},{""color"":""#5FD5FF"",""text"":""r""},{""color"":""#5DE0FF"",""text"":""3""},{""color"":""#5AEAFF"",""text"":""6""},{""color"":""#58F5FF"",""text"":""5""},{""color"":""aqua"",""text"":""0""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | LegoMaster3650",84,3,1703225040,false,-1,,,,,
"cfa7bec9-8abc-4e45-88d7-94af1e195807","{""italic"":false,""text"":""mcknockout's World""}","mcknockout's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""mcknockout""}","mcknockout",1,3,1703214240,false,-1,,,,,
"da9a2c8c-376a-436e-8273-5802a557c412","{""italic"":false,""text"":""soonToBeExtractionShooter wip""}","soonToBeExtractionShooter wip","{""italic"":false,""color"":""gray"",""text"":""ADDED STIMPACKS!!!""}","ADDED STIMPACKS!!!","blaze_powder","{""italic"":false,""color"":""gray"",""text"":""SwissCheez84""}","SwissCheez84",102,3,1701230760,false,-1,,,,,
"d5c1c355-459c-48bd-9818-6ea25020418e","{""italic"":false,""text"":""Untitled World""}","Untitled World","{""italic"":false,""color"":""gray"",""text"":""wip""}","wip","barrier","{""italic"":false,""color"":""gray"",""text"":""topazcat11""}","topazcat11",43,3,1701221460,false,-1,,,,,
"0dce0e71-a117-40c1-8fa1-b1657749d5a1","{""italic"":false,""text"":""legitimoose summoning ritual""}","legitimoose summoning ritual","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","podzol","{""italic"":false,""color"":""gray"",""text"":""MatNatM2""}","MatNatM2",24,2,1716153180,false,-1,,,,,
"813eac7a-9ecf-4c26-9014-5ed96b821b2d","{""italic"":false,""text"":""Not Ready Yet""}","Not Ready Yet","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""darklicren""}","darklicren",32,2,1715430720,false,-1,,,,,
"1cbd31e8-61f0-4722-8558-782c7d5174d9","{""italic"":false,""text"":""mymue1's World""}","mymue1's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""mymue1""}","mymue1",3,2,1715274720,false,-1,,,,,
"14eeb2cf-a833-4120-b4f1-d03d26cf4c4f","{""italic"":false,""text"":""Don't Join!""}","Don't Join!","{""italic"":false,""color"":""gray"",""text"":""Testing world, nothing here!""}","Testing world, nothing here!","barrier","{""italic"":false,""color"":""gray"",""text"":""bigmanlc""}","bigmanlc",15,2,1715023500,false,-1,,,,,
"00271c23-97aa-4985-93ff-2e5db5f39530","{""italic"":false,""text"":""_TitanMC's World""}","_TitanMC's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""_""},{""color"":""#728AFF"",""text"":""T""},{""color"":""#6D9EFF"",""text"":""i""},{""color"":""#68B1FF"",""text"":""t""},{""color"":""#64C5FF"",""text"":""a""},{""color"":""#5FD8FF"",""text"":""n""},{""color"":""#5AECFF"",""text"":""M""},{""color"":""aqua"",""text"":""C""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | _TitanMC",7,2,1714864320,false,-1,,,,,
"354c34f5-efc4-4af4-8bf9-b63af2f6fbf9","{""italic"":false,""text"":""Andrie_'s World""}","Andrie_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Andrie_""}","Andrie_",2,2,1714744860,false,-1,,,,,
"aab38b9e-25fb-4849-bd54-530a8ccae780","{""italic"":false,""text"":""Weapon testing""}","Weapon testing","{""italic"":false,""color"":""gray"",""text"":""Nuking unssuspecting players""}","Nuking unssuspecting players","tnt","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""O""},{""color"":""#718EFF"",""text"":""t""},{""color"":""#6CA4FF"",""text"":""z""},{""color"":""#66BBFF"",""text"":""e""},{""color"":""#60D2FF"",""text"":""l""},{""color"":""#5BE8FF"",""text"":""i""},{""color"":""aqua"",""text"":""x""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | Otzelix",96,2,1714736640,false,-1,,,,,
"5873e2d0-bb95-4634-9c5f-8d3bc41cec14","{""italic"":false,""text"":""Idk""}","Idk","{""italic"":false,""color"":""gray"",""text"":""PVP/PVE, Parkour and a lounge!""}","PVP/PVE, Parkour and a lounge!","dark_oak_log","{""italic"":false,""color"":""gray"",""text"":""MagicMints""}","MagicMints",51,2,1714608660,false,-1,,,,,
"0747625c-372b-48bd-8aff-3a53b1b1904c","{""italic"":false,""text"":""WIP""}","WIP","{""italic"":false,""color"":""gray"",""text"":""WIP""}","WIP","structure_block","{""italic"":false,""color"":""gray"",""text"":""ItsMeTheKing""}","ItsMeTheKing",23,2,1714598100,false,-1,,,,,
"a7772a9a-8b86-4827-8ca6-aab81535413e","{""italic"":false,""text"":""Shrine Maiden's Paradise""}","Shrine Maiden's Paradise","{""italic"":false,""color"":""gray"",""text"":""Yet another minigame world.""}","Yet another minigame world.","player_head","{""italic"":false,""color"":""gray"",""text"":""EnderShameimaru""}","EnderShameimaru",19,2,1714593840,false,-1,,,,,
"5d927429-f6d7-45e2-b20b-93b18bb4261f","{""italic"":false,""text"":""Paternocarpo's World""}","Paternocarpo's World","{""italic"":false,""color"":""gray"",""text"":""golem fight""}","golem fight","player_head","{""italic"":false,""color"":""gray"",""text"":""Paternocarpo""}","Paternocarpo",99,2,1714413000,false,-1,,,,,
"4d01c407-21cb-4dcd-b184-b889f60aad20","{""italic"":false,""text"":""onlyup""}","onlyup","{""italic"":false,""color"":""gray"",""text"":""[WIP]""}","[WIP]","magenta_glazed_terracotta","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""I""},{""color"":""#7DE39B"",""text"":""t""},{""color"":""#88E7A4"",""text"":""z""},{""color"":""#94EBAD"",""text"":""M""},{""color"":""#9FF0B7"",""text"":""r""},{""color"":""#ABF4C0"",""text"":""S""},{""color"":""#B6F8C9"",""text"":""a""},{""color"":""#C2FCD2"",""text"":""m""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | ItzMrSam",5,2,1714411200,false,-1,,,,,
"696f4791-e73b-467d-97cd-e96c930e5615","{""italic"":false,""text"":""JoshJootner's World""}","JoshJootner's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""J""},{""color"":""#79E298"",""text"":""o""},{""color"":""#81E59F"",""text"":""s""},{""color"":""#89E8A5"",""text"":""h""},{""color"":""#91EBAC"",""text"":""J""},{""color"":""#9AEEB2"",""text"":""o""},{""color"":""#A2F0B8"",""text"":""o""},{""color"":""#AAF3BF"",""text"":""t""},{""color"":""#B2F6C5"",""text"":""n""},{""color"":""#BAF9CC"",""text"":""e""},{""color"":""#C2FCD2"",""text"":""r""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | JoshJootner",17,2,1714350360,true,-1,,,,,
"658e6ce7-911d-4c4f-8b80-3d7fc33b4f7b","{""italic"":false,""text"":""FREE BUILD""}","FREE BUILD","{""italic"":false,""color"":""gray"",""text"":""do ANYTHING you want""}","do ANYTHING you want","player_head","{""italic"":false,""color"":""gray"",""text"":""Djasome0222""}","Djasome0222",26,2,1713629940,false,-1,,,,,
"2c3ebc76-4afd-430f-b9c8-5bc85a4bb61a","{""italic"":false,""text"":""PvP""}","PvP","{""italic"":false,""color"":""gray"",""text"":""wip(but base works)""}","wip(but base works)","bow","{""italic"":false,""color"":""gray"",""text"":""Legokugel_""}","Legokugel_",49,2,1713594960,false,-1,,,,,
"24711006-7961-4e15-a69a-63f7810ef3b7","{""italic"":false,""text"":""just testing""}","just testing","{""italic"":false,""color"":""gray"",""text"":""literally just testing""}","literally just testing","bucket","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""_""},{""color"":""#6CA4FF"",""text"":""H""},{""color"":""#60D2FF"",""text"":""e""},{""color"":""aqua"",""text"":""b""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | _Heb",39,2,1713589920,false,-1,,,,,
"f26c6dc9-c483-4a7c-88e7-327010e82a13","{""italic"":false,""text"":""NWBLuijendijk's World""}","NWBLuijendijk's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""NWBLuijendijk""}","NWBLuijendijk",8,2,1713523860,false,-1,,,,,
"bf731c76-c455-45b5-a39d-574cf7b2b61a","{""italic"":false,""text"":""idk""}","idk","{""italic"":false,""color"":""gray"",""text"":""someting""}","someting","player_head","{""italic"":false,""color"":""gray"",""text"":""hmmbarden""}","hmmbarden",19,2,1713459900,false,-1,,,,,
"afc46606-b343-445c-aa93-15751156e2fd","{""italic"":false,""text"":""XDYuval's World""}","XDYuval's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""XDYuval""}","XDYuval",19,2,1713296220,false,-1,,,,,
"bf9451b0-a45e-4045-b33b-11ee1c8840dc","{""italic"":false,""text"":""KailandC's World""}","KailandC's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""KailandC""}","KailandC",50,2,1713133620,false,-1,,,,,
"5887d454-f104-4b8e-b2c7-431e0b484481","{""italic"":false,""text"":""Flappy Bird (Still WIP)""}","Flappy Bird (Still WIP)","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","egg","{""italic"":false,""color"":""gray"",""text"":""CatNebula""}","CatNebula",23,2,1712362440,false,-1,,,,,
"3c6c06d4-1d4f-43a2-aa2d-8525e9cde6a0","{""italic"":false,""text"":""Phoenix_Boss122's World""}","Phoenix_Boss122's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Phoenix_Boss122""}","Phoenix_Boss122",53,2,1712095740,false,-1,,,,,
"904b33c3-fe4d-4a4e-a58b-efb500aeddee","{""italic"":false,""text"":""The most cheeseable Parkour""}","The most cheeseable Parkour","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","elytra","{""italic"":false,""color"":""gray"",""text"":""SusBlade""}","SusBlade",13,2,1711989420,false,-1,,,,,
"d3b31a7e-15c5-4b83-a877-07accc2f620d","{""italic"":false,""text"":""idk what to do here man""}","idk what to do here man","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","anvil","{""italic"":false,""color"":""gray"",""text"":""seagulled""}","seagulled",64,2,1711927080,false,-1,,,,,
"398b2bcc-ec6c-4976-a9d8-94a4528999e7","{""italic"":false,""text"":""LittleBoycy's World""}","LittleBoycy's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""LittleBoycy""}","LittleBoycy",8,2,1711832700,false,-1,,,,,
"3c937406-053a-48a7-b2ca-e7c83207c484","{""italic"":false,""text"":""Fire14(PGames)""}","Fire14(PGames)","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Fire14""}","Fire14",19,2,1711567260,false,-1,,,,,
"26d7edd6-1871-406d-b90f-88f1f33c5af1","{""italic"":false,""text"":""Flightybird10's World""}","Flightybird10's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Flightybird10""}","Flightybird10",2,2,1711498860,false,-1,,,,,
"94717027-a1d3-432e-8501-5f09e76b40ec","{""italic"":false,""text"":""MrDips_PvP's World""}","MrDips_PvP's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""MrDips_PvP""}","MrDips_PvP",11,2,1711061940,false,-1,,,,,
"d6d718f3-43c5-4e46-bcda-c05f94bf181f","{""italic"":false,""text"":""Ghost_Jox's World""}","Ghost_Jox's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Ghost_Jox""}","Ghost_Jox",21,2,1710780060,false,-1,,,,,
"9123fa68-c140-45c4-b5dd-b415d0a733b7","{""italic"":false,""text"":""Random Stuff""}","Random Stuff","{""italic"":false,""color"":""gray"",""text"":""We have things to do""}","We have things to do","grass_block","{""italic"":false,""color"":""gray"",""text"":""GetCmdRolled""}","GetCmdRolled",93,2,1710716520,false,-1,,,,,
"e65edd0a-12f4-47a9-b1c5-51c3462b7230","{""italic"":false,""text"":""Blu_MC's World""}","Blu_MC's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Blu_MC""}","Blu_MC",35,2,1710706920,false,-1,,,,,
"1040cd5c-707b-4e1d-bd0c-865902cb7cbc","{""italic"":false,""text"":""Clipboard115's World""}","Clipboard115's World","{""italic"":false,""color"":""gray"",""text"":""Sci-Fi Inspired Kit PVP!""}","Sci-Fi Inspired Kit PVP!","diamond_sword","{""italic"":false,""color"":""gray"",""text"":""Clipboard115""}","Clipboard115",50,2,1710704400,false,-1,,,,,
"bbeb9293-766a-4f3c-ab0b-aa20e40ae8bb","{""italic"":false,""text"":""foods build world""}","foods build world","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Foodfor1000""}","Foodfor1000",23,2,1709932140,false,-1,,,,,
"d5693160-f79f-4508-b0de-2e5001246e15","{""italic"":false,""text"":""Aquatikss's World""}","Aquatikss's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""A""},{""color"":""#7BE39A"",""text"":""q""},{""color"":""#85E6A2"",""text"":""u""},{""color"":""#8FEAAA"",""text"":""a""},{""color"":""#9AEEB2"",""text"":""t""},{""color"":""#A4F1BA"",""text"":""i""},{""color"":""#AEF5C2"",""text"":""k""},{""color"":""#B8F8CA"",""text"":""s""},{""color"":""#C2FCD2"",""text"":""s""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Aquatikss",70,2,1708971540,true,-1,,,,,
"e6e0d07b-e73b-408a-a4bb-dd78be64c634","{""italic"":false,""text"":""skip this""}","skip this","{""italic"":false,""color"":""gray"",""text"":""wip""}","wip","carrot_on_a_stick","{""italic"":false,""color"":""gray"",""text"":""bob_the_demon""}","bob_the_demon",74,2,1708858440,false,-1,,,,,
"fc47c1ff-823c-48b2-9435-e5409dcd2781","{""italic"":false,""color"":""gray"",""extra"":[{""bold"":true,""italic"":true,""extra"":[{""color"":""yellow"",""text"":""T""},{""color"":""#FFCE55"",""text"":""h""},{""color"":""#FF9E55"",""text"":""e""},{""color"":""#FF6D55"",""text"":"" ""},{""color"":""#F34949"",""text"":""B""},{""color"":""#DB3131"",""text"":""a""},{""color"":""#C21818"",""text"":""r""},{""color"":""gray"",""text"":"" ""}],""text"":""""},{""text"":""-""}],""text"":""- ""}","- The Bar -","{""italic"":false,""color"":""gray"",""text"":""wip dont join""}","wip dont join","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""A""},{""color"":""#7580FF"",""text"":""s""},{""color"":""#7289FF"",""text"":""p""},{""color"":""#7092FF"",""text"":""e""},{""color"":""#6E9BFF"",""text"":""c""},{""color"":""#6CA4FF"",""text"":""t""},{""color"":""#69ADFF"",""text"":""O""},{""color"":""#67B6FF"",""text"":""f""},{""color"":""#65C0FF"",""text"":""T""},{""color"":""#63C9FF"",""text"":""h""},{""color"":""#60D2FF"",""text"":""e""},{""color"":""#5EDBFF"",""text"":""B""},{""color"":""#5CE4FF"",""text"":""a""},{""color"":""#5AEDFF"",""text"":""l""},{""color"":""#57F6FF"",""text"":""l""},{""color"":""aqua"",""text"":""s""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | AspectOfTheBalls",129,2,1708266540,true,-1,,,,,
"ce12728f-3b67-4592-bf07-a0404d2f1965","{""italic"":false,""text"":""Pilgrammed [WIP]""}","Pilgrammed [WIP]","{""italic"":false,""color"":""gray"",""text"":""an RPG like Pilgrammed Roblox""}","an RPG like Pilgrammed Roblox","amethyst_shard","{""italic"":false,""color"":""gray"",""text"":""JaEv13""}","JaEv13",62,2,1708200180,false,-1,,,,,
"d7fdf480-583b-4e67-8c54-c968e35f0a98","{""italic"":false,""text"":""Hasan123b's Lobby""}","Hasan123b's Lobby","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Hasan123b""}","Hasan123b",54,2,1707933420,false,-1,,,,,
"35e8bfbe-1dd7-407a-a104-9bf2d5902b6b","{""italic"":false,""text"":""LordOfSpyros MINI-Minigames""}","LordOfSpyros MINI-Minigames","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""LordOfSpyro""}","LordOfSpyro",47,2,1707761460,false,-1,,,,,
"b21be540-3c1e-432d-93e9-4b250e6f5201","{""italic"":false,""text"":""FFA AND PARKOUR GAME""}","FFA AND PARKOUR GAME","{""italic"":false,""color"":""gray"",""text"":""WIP; Join if you want""}","WIP; Join if you want","magenta_glazed_terracotta","{""italic"":false,""color"":""gray"",""text"":""BlueNerf_""}","BlueNerf_",112,2,1707728040,false,-1,,,,,
"6af29453-fbfd-4159-bb99-ec22273cbee7","{""italic"":false,""text"":""WIP DONT JOIN""}","WIP DONT JOIN","{""italic"":false,""color"":""gray"",""text"":""WIP nothing here yet""}","WIP nothing here yet","end_crystal","{""italic"":false,""color"":""gray"",""text"":""MangoTheFirst""}","MangoTheFirst",71,2,1707076860,false,-1,,,,,
"48cf8a34-d3a4-4ebf-ad9b-bdee05bc5b99","{""italic"":false,""text"":""nothing here""}","nothing here","{""italic"":false,""color"":""gray"",""text"":""I don't have an idea atm.""}","I don't have an idea atm.","barrier","{""italic"":false,""color"":""gray"",""text"":""brutexx""}","brutexx",204,2,1706978700,false,-1,,,,,
"9adfb5d6-0edc-49da-b458-8ca191259881","{""italic"":false,""text"":""BowFight""}","BowFight","{""italic"":false,""color"":""gray"",""text"":""[WIP]""}","[WIP]","bow","{""italic"":false,""color"":""gray"",""text"":""BehradPlaying""}","BehradPlaying",118,2,1706799720,false,-1,,,,,
"9eb637f0-ebdd-4b8c-bfed-1b365baf2942","{""italic"":false,""text"":""Aton4000's World""}","Aton4000's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Aton4000""}","Aton4000",49,2,1706570400,false,-1,,,,,
"429fd320-579b-4669-9ffe-29a3d89e9c31","{""italic"":false,""text"":""Minigames""}","Minigames","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""_Mypro_""}","_Mypro_",93,2,1706391540,false,-1,,,,,
"621ddb66-2d6a-492a-872e-1c15c61df15a","{""italic"":false,""text"":""Spleef""}","Spleef","{""italic"":false,""color"":""gray"",""text"":""Spleef minigame""}","Spleef minigame","diamond_shovel","{""italic"":false,""color"":""gray"",""text"":""Eldersson""}","Eldersson",149,2,1706271840,false,-1,,,,,
"f19bd19e-6f49-459c-ad46-5437444f96c5","{""italic"":false,""text"":""Antonabi's World""}","Antonabi's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Antonabi""}","Antonabi",14,2,1706025300,false,-1,,,,,
"3632849a-f4db-4c3f-b5c1-3eaae8e3cbc5","{""italic"":false,""text"":""Item maker""}","Item maker","{""italic"":false,""color"":""gray"",""text"":""Here you can make custom items""}","Here you can make custom items","command_block","{""italic"":false,""color"":""gray"",""text"":""elf268""}","elf268",20,2,1705173060,false,-1,,,,,
"0f72b2a2-f947-4943-93df-17a6e9881fdf","{""italic"":false,""text"":""WIP survival worldgen test""}","WIP survival worldgen test","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","granite_slab","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""k""},{""color"":""#7485FF"",""text"":""r""},{""color"":""#7092FF"",""text"":""i""},{""color"":""#6DA0FF"",""text"":""e""},{""color"":""#69ADFF"",""text"":""p""},{""color"":""#66BBFF"",""text"":""E""},{""color"":""#63C9FF"",""text"":""E""},{""color"":""#5FD6FF"",""text"":""r""},{""color"":""#5CE4FF"",""text"":""1""},{""color"":""#58F1FF"",""text"":""2""},{""color"":""aqua"",""text"":""3""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | kriepEEr123",92,2,1704625620,false,-1,,,,,
"f7c2f557-f8f0-43ba-bdf4-c6e863b53ddf","{""italic"":false,""text"":""Impostor Syndrome""}","Impostor Syndrome","{""italic"":false,""color"":""gray"",""text"":""Among Us but reversed!""}","Among Us but reversed!","player_head","{""italic"":false,""color"":""gray"",""text"":""mavdotjs""}","mavdotjs",67,2,1704561240,false,-1,,,,,
"f5666bed-b2c0-44ad-a5b3-5528c6df3d31","{""italic"":false,""text"":""Conway's game of life(wip)""}","Conway's game of life(wip)","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Deterraleon""}","Deterraleon",124,2,1704473700,false,-1,,,,,
"048e5a38-0334-4e64-962e-215972bfac2e","{""italic"":false,""text"":""JFK58's World""}","JFK58's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""J""},{""color"":""#6F99FF"",""text"":""F""},{""color"":""#66BBFF"",""text"":""K""},{""color"":""#5EDDFF"",""text"":""5""},{""color"":""aqua"",""text"":""8""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | JFK58",12,2,1704146700,false,-1,,,,,
"99a14b3e-4a8a-4d8a-8485-21a74323dee1","{""italic"":false,""text"":""Beta Fight with Illusioner""}","Beta Fight with Illusioner","{""italic"":false,""color"":""gray"",""text"":""Fight with boss Illusioner!""}","Fight with boss Illusioner!","leather_helmet","{""italic"":false,""color"":""gray"",""text"":""Haishi1""}","Haishi1",73,2,1703780100,false,-1,,,,,
"f1f6850a-f60f-47fa-a027-0e9139fcdfc1","{""italic"":false,""extra"":[{""color"":""#008BFF"",""text"":""cr""},{""color"":""#00BBFF"",""text"":""ea""},{""color"":""#00D9C7"",""text"":""ti""},{""color"":""#55EDED"",""text"":""ve""},{""text"":"" ""},{""color"":""#ED5567"",""text"":""c""},{""color"":""#ED2F46"",""text"":""h""},{""color"":""#ED0E30"",""text"":""a""},{""color"":""#D40038"",""text"":""o""},{""color"":""#A1003B"",""text"":""s""}],""text"":""""}","creative chaos","{""italic"":false,""color"":""gray"",""extra"":[{""bold"":true,""italic"":true,""text"":""worlds""},{""text"":"", have an ""},{""bold"":true,""italic"":true,""text"":""impact""}],""text"":""explore ""}","explore worlds, have an impact","beacon","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""o""},{""color"":""#7DE39B"",""text"":""r""},{""color"":""#88E7A4"",""text"":""e""},{""color"":""#94EBAD"",""text"":""i""},{""color"":""#9FF0B7"",""text"":""b""},{""color"":""#ABF4C0"",""text"":""o""},{""color"":""#B6F8C9"",""text"":""o""},{""color"":""#C2FCD2"",""text"":""n""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | oreiboon",52,2,1703566260,false,-1,,,,,
